Name;Type;Damage;Attacks;Decay;Ammo
Piron PBR-32 (L);BLP;61;55;0.592;1415
Piron PBR-37 (L);BLP;67;55;0.652;1554
Piron PBR-42 (L);BLP;70;56;1.703;1521
Piron PBR-47 (L);BLP;75;56;1.831;1629
Piron PBR-52 (L);BLP;80;56;1.949;1738
Piron PBR-57 (L);BLP;85;56; ;1847
Piron PBR-62 (L);BLP;90;56;2.200;1954
Piron PLP-0 (L);Laser;4;72;0.128;84
Piron PLP-2 (L);Laser;6;74;0.059;139
Piron PLP-7 (L);Laser;15;74;0.145;348
Piron PLP-12 (L);Laser;23;74;0.223;533
Piron PLP-15;Laser;45;50; ;964
Piron PLP-17 (L);Laser;29;74;0.281;673
Piron PLP-20;Laser;73;40;5.216;1564
Piron PLP-22 (L);Laser;35;74;0.339;812
Piron PLP-27 (L);Laser;41;73;0.397;951
Piron PLP-32 (L);Laser;45;74;0.436;1044
Piron PLP-37 (L);Laser;51;72;0.494;1183
Piron PLP-42 (L);Laser;57;70;1.400;1237
Piron PLP-47 (L);Laser;61;70;1.502;1324
Piron PLP-52 (L);Laser;64;71;1.586;1388
Piron PLP-57 (L);Laser;68;71;1.683;1475
Piron PLP-62 (L);Laser;72;71;1.790;1561
Piron PLR-0 (L);Laser;4;61;0.138;83
Piron PLR-2 (L);Laser;10;45;0.097;232
Piron PLR-7 (L);Laser;25;45;0.242;580
Piron PLR-10;Laser;31;52;2.781;664
Piron PLR-12 (L);Laser;38;45;0.374;881
Piron PLR-17 (L);Laser;48;45;0.470;1113
Piron PLR-22 (L);Laser;58;45;0.567;1345
Piron PLR-27 (L);Laser;65;46;0.706;1492
Piron PLR-32 (L);Laser;74;45;0.724;1716
Piron PLR-37 (L);Laser;80;46;0.825;1847
Piron PLR-42 (L);Laser;87;46;2.155;1887
Piron PLR-47 (L);Laser;94;46;2.326;2039
Piron PLR-52 (L);Laser;97;47;2.402;2104
Piron PLR-57 (L);Laser;108;44;2.670;2343
Piron PLR-62 (L);Laser;116;44;2.873;2516
Pistol (SA) (L);BLP;2;34;0.081;41
Plasma Kyller;Plasma;24;17;0.080;600
Plasma Kyller Zwei;Plasma;56;19;0.800;1300
PlasTorch 1 (L);BLP;3;61;0.065;66
PlasTorch 2 (L);BLP;6;61;0.130;132
PlasTorch 3 (L);BLP;10;61;0.280;215
PlasTorch 4 (L);BLP;15;61; ;318
PlasTorch 5 (L);BLP;20;61; ;418
Poison Purple Star Stunna (L);BLP;22;83; ;429
Poison Purple Turrelion Spec Flamebather (L);BLP;44;83; ;958
Poison Purple Xent Tech Freeze Ray (L);BLP;58;22; ;1295
Prosecutor M5 (L);BLP;19;42;0.968;371
Prosecutor M13 (L);BLP;45;40; ;899
Prosecutor M15 (L);BLP;57;51;4.010;1000
Prosecutor M35;BLP;67;53;4.689;1200
Prosecutor M35 (L);BLP;67;53;4.439;1200
Prosecutor M45 (L);BLP;71;52;4.589;1300
Prosecutor M76 Turbo (L);BLP; ; ; ; 
Prototype MAKO Smuggler;Longblades;325;110;70.712;0
Prototype Rocket Launcher XXX (L);Rocket;396;111; ;800
Pure White Star Stunna (L);BLP;22;83; ;429
Pure White Sticky Laucher (L);Grenade;35;37; ;742
Pure White Turrelion Spec Flamebather (L);BLP;44;83; ;958
Pure White Xent Tech Freeze Ray (L);BLP;58;22; ;1295
Purple Poison Sticky Laucher (L);Grenade;35;37; ;742
Qataal GutOpen (L);Longblades;36;44; ;0
Qataal SlayWay (L);Longblades;57;44; ;0
Queen's Sceptre;Clubs;82;37;19.603;0
Ranked Combat Knife;Shortblades;50;67;12.185;0
Ranked FlameThrower;BLP;50;67;2.108;1000
Ranked HK1750;Laser;70;48;2.000;1505
Ranked Psy-Blade;Power Fist;70;48;17.050;0
Ranked Psy-Sword;Longblades;100;33;24.360;0
Ranked Scorpion;Laser;60;67;2.000;1260
Ravenger Mini-Sweeper V1;BLP;45;60;0.290;1100
Ravenger Mini-Sweeper V1, Adjusted;BLP;67;75;1.100;1500
Ravenger Mini-Sweeper V1, Adjusted, SGA Edition;BLP;67;75;1.100;1500
Ravenger Mini-Sweeper V1, Adjusted, TWEN Edition;BLP;67;83;0.990;1350
Ravenger Mini-Sweeper V2;BLP;58;67;0.100;1400
Ravenger Mini-Sweeper V3, Improved (L);BLP;64;83;0.100;1478
RayGun (L);Laser;5;70;0.020;118
Red Scorpion (L);Laser;7;86; ;82
Redstar Smasher Alpha (L);Clubs;8;24;1.928;0
Redstar Smasher Gamma (L);Clubs; ; ; ; 
Redux ZK1 (L);BLP;6;52;0.140;131
Redux ZK2 (L);BLP;11;52;0.249;241
RepEdge Battle Axe 1x0;Axes;24;38;5.600;0
RepEdge Battle Axe 1x0, SGA Edition;Axes;25;38; ;0
RepEdge Battle Axe 2x0;Axes;36;33;8.200;0
RepEdge Battle Axe 2x0, SGA Edition;Axes;37;33;8.428;0
RepEdge Battle Axe 3x0;Axes;56;33;13.400;0
RepEdge Battle Axe 3x0, SGA Edition;Axes;57;33; ;0
RepEdge Battle Axe 4x0;Axes;89;30;21.700;0
RepEdge Battle Axe 4x0, SGA Edition;Axes;90;30;21.810;0
RepEdge Battle Axe 5x0;Axes;95;27;23.000;0
Researchers' Knife (L);Shortblades;56;44; ;0
Riker UL1;Laser;23;34;1.734;400
Riker UL1 (L);Laser;23;34;1.639;400
Riker UL2;Laser;26;35;1.439;500
Riker UL2 (L);Laser;26;35;1.328;500
Riker UL3;Laser;32;35;1.953;600
Riker UL3 (L);Laser;32;35;1.817;600
Riker UL3, Modified (L);Laser;33;35; ;600
Rip M6600 (L);Laser;96;57;3.212;2000
Rip M6600, Adjusted;Laser;98;58;3.859;2000
Rip M6600, Improved (L);Laser;99;60;3.371;2000
Rip M6600, Modified;Laser;101;60;3.914;2000
RIP M770 (L);Laser;86;70;1.660;1850
RIP M7700 CDF Edition (L);Laser;86;70;0.005;2016
RMG Diplomat 1 (L);BLP;20;51;1.179;373
RMG Diplomat 4 (L);BLP;41;53; ;765
RMG Diplomat 5 (L);BLP;49;53;2.891;915
Road Crew Axe;Axes;8;41;1.906;0
Road Crew Axe (L);Axes;8;42;1.880;0
Road Crew Axe (L) Classic;Axes;8;44; ;0
Road Crew Axe (L) Custom;Axes;8;42; ;0
Road Crew Axe (L) Legendary;Axes;8;45; ;0
Rock n Roll Axe (L);Axes;28;39;6.642;0
Rock n Roll Axe (L) Brutal;Axes;38;37;9.025;0
Rusty Pirates Pistol (L);BLP;19;70;0.447;415
Rusty Shank 4 (L);Shortblades;10;80; ;0
Rusty Shank 5 (L);Shortblades;14;81;3.349;0
Rusty Shank 6 (L);Shortblades;16;81; ;0
Rusty Shank (L);Shortblades;15;44;3.650;0
Rutic Bett;Longblades;99;34;24.270;0
Rutic Bett (L);Longblades;99;34;24.000;0
Rutic Blix (L);Longblades;91;34;22.020;0
Rutic Kil (L);Longblades;70;32;17.000;0
Rutic Slo;Longblades;39;30;9.506;0
Rutic Slo (L);Longblades;39;30;9.397;0
S & B Ardenner 0 (L);BLP;6;52;0.140;131
S & B Ardenner 2 (L);BLP;11;52;0.248;241
S & B Ardenner 3 (L);BLP;14;52;0.322;306
S & B Ardenner 4 (L);BLP;17;52;0.405;370
S & B Ardenner 6 (L);BLP;22;53;0.510;480
S & B Ardenner 8 (L);BLP;28;53;0.656;610
S & B Ardenner 10 (L);BLP;30;54;0.868;653
S & B Ardenner 13 (L);BLP;36;53;0.822;786
S & B Ardenner 16 (L);BLP;41;54;0.947;894
S & B Ardenner 20 (L);BLP;47;54;1.050;1028
S & B Ardenner 25 (L);BLP;56;53;1.296;1220
S & B Ardenner 28;BLP;47;54;1.050;1028
S & B Ardenner 30 (L);BLP;60;53;1.392;1306
S & B Ardenner 36;BLP;60;53;1.392;1306
S & B Ardenner 36 (L);BLP;56;64;1.374;1210
S & B Ardenner 40;BLP;56;64;1.374;1210
S & B Ardenner 42 (L);BLP;61;64;1.495;1318
S & B Ardenner 48 (L);BLP;67;64; ;1448
S & B Ardenner 54 (L);BLP;72;64;1.763;1566
S & B Ardenner 55;BLP;72;64;1.763;1556
S & B  Ardenner 60 (L);BLP;77;64;1.886;1664
S & B Fractal Katana 35 (L);Longblades;68;51;16.164;0
S & B Fractal Katana 40 (L);Longblades;74;51;17.590;0
S & B Fractal Katana 45 (L);Longblades;80;51; ;0
S & B Fractal Katana 50 (L);Longblades; ; ; ; 
S & B Fractal Katana 55 (L);Longblades;90;51; ;0
S.G Takeover Mk1 (L);BLP;13;46;0.767;243
S.G Takeover Mk2 (L);BLP;19;47;1.121;355
S.G Takeover Mk6 (L);BLP;47;49;2.773;878
S.I. Combat Knife;Shortblades;5;67;1.215;0
S.I. FlameThrower;BLP;5;83;0.410;80
S.I. HK110;Laser;4;67;0.340;63
S.I. Psy-Blade;Power Fist;4;82;0.970;0
S.I. Psy-Sword;Longblades;8;22;1.920;0
S.I. Scorpion;Laser;4;83;0.144;83
Sahra MK1 (L);Laser;8;44;0.060;186
Sahra MK2 (L);Laser;10;44;0.164;232
Sahra MK3 (L);Laser;12;44;0.124;275
Sahra MK4 (L);Laser;14;44;0.158;319
Sahra MK5 (L);Laser;26;40;0.617;565
Sahra MK6 (L);Laser;33;41;0.794;716
Sahra MK8 (L);Laser;47;41;1.100;1022
Sahra T-101 (L);Laser;7;44;0.030;166
Salafa Beginner (L);Laser;3;55;0.010;65
Salafa G1 (L);Laser;4;55;0.020;93
Salafa G2 (L);Laser;5;55;0.038;115
Salafa G3 (L);Laser;7;55;0.066;160
Salafa G4 (L);Laser;7;66; ;158
Salafa G5 (L);Laser;7;67; ;153
Salafa G6 (L);Laser;7;67; ;152
Salafa G8 (L);Laser;14;65;0.359;302
Salafa G10 (L);Laser;20;68; ;436
Samm Twin Edge (L);Longblades;28;65; ;0
Samm Twin Fate (L);Longblades;33;65; ;0
Samm Twin Poison (L);Longblades;41;65;9.900;0
Scott & Barlow BP-0 (L);BLP;5;68;0.112;110
Scott & Barlow BP-2 (L);BLP;6;70;0.144;131
Scott & Barlow BP-3 (L);BLP;8;69;0.188;175
Scott & Barlow BP-4 (L);BLP;13;70;0.309;284
Scott & Barlow BP-6 (L);BLP;16;69;0.400;350
Scott & Barlow BP-8 (L);BLP;19;70;0.447;415
Scott & Barlow BP-10 (L);BLP;23;67;0.522;504
Scott & Barlow BP-13 (L);BLP;28;69; ;610
Scott & Barlow BP-16 (L);BLP;33;69;0.757;722
Scott & Barlow BP-20 (L);BLP;38;68;0.883;830
Scott & Barlow BP-25 (L);BLP;42;69;0.996;915
Scott & Barlow BP-30 (L);BLP;49;68;1.116;1072
Scott & Barlow LB-0 (L);Longblades;6;39;1.442;0
Scott & Barlow LB-2 (L);Longblades;11;39; ;0
Scott & Barlow LB-3 (L);Longblades;14;40;3.361;0
Scott & Barlow LB-4 (L);Longblades;18;40;4.320;0
Scott & Barlow LB-6 (L);Longblades;23;40; ;0
Scott & Barlow LB-8 (L);Longblades;30;41; ;0
Scott & Barlow LB-10 (L);Longblades;37;41; ;0
Scott & Barlow LB-13 (L);Longblades;44;42;10.530;0
Scott & Barlow LB-16 (L);Longblades;51;42; ;0
Scott & Barlow LB-20 (L);Longblades;57;42; ;0
Scott & Barlow LB-25 (L);Longblades;65;43; ;0
Scott & Barlow LB-30 (L);Longblades;73;44; ; 
Scott & Barlow LP-0 (L);Laser;4;66;0.096;87
Scott & Barlow LP-2 (L);Laser;6;67; ;130
Scott & Barlow LP-3 (L);Laser;7;67;0.170;152
Scott & Barlow LP-4 (L);Laser;11;67;0.255;240
Scott & Barlow LP-6 (L);Laser;14;65;0.359;302
Scott & Barlow LP-8 (L);Laser;17;67;0.403;370
Scott & Barlow LP-10 (L);Laser;20;68;0.467;436
Scott & Barlow LP-13 (L);Laser;28;63;0.679;608
Scott & Barlow LP-16 (L);Laser;33;63;0.800;716
Scott & Barlow LP-20 (L);Laser;40;61;1.032;866
Scott & Barlow LP-25 (L);Laser;44;64;1.094;952
Scott & Barlow LP-30 (L);Laser;53;61;1.360;1142
Scott & Barlow LR-0 (L);Laser;6;44;0.137;131
Scott & Barlow LR-2 (L);Laser;11;43; ;240
Scott & Barlow LR-3 (L);Laser;14;43; ;305
Scott & Barlow LR-4 (L);Laser;19;40;0.450;413
Scott & Barlow LR-6 (L);Laser;26;40;0.617;565
Scott & Barlow LR-8 (L);Laser;33;41; ;716
Scott & Barlow LR-10 (L);Laser;38;43;0.878;828
Scott & Barlow LR-13 (L);Laser;47;41;1.100;1022
Scott & Barlow LR-16 (L);Laser;54;41; ;1180
Scott & Barlow LR-20 (L);Laser;60;42;1.422;1302
Scott & Barlow LR-25 (L);Laser;64;45;1.531;1387
Scott & Barlow LR-30 (L);Laser;72;44;1.663;1566
Scott & Barlow SB-0 (L);Shortblades;3;79; ;0
Scott & Barlow SB-2 (L);Shortblades;4;79;0.958;0
Scott & Barlow SB-3 (L);Shortblades;6;80; ;0
Scott & Barlow SB-4 (L);Shortblades;10;80; ;0
Scott & Barlow SB-6 (L);Shortblades;14;81;3.349;0
Scott & Barlow SB-8 (L);Shortblades; ; ; ; 
Scott & Barlow SB-10 (L);Shortblades;19;82; ;0
Scott & Barlow SB-13 (L);Shortblades;23;82;5.496;0
Scott & Barlow SB-16 (L);Shortblades;27;83;6.448;0
Scott & Barlow SB-20 (L);Shortblades;30;84;7.160;0
Scott & Barlow SB-25 (L);Shortblades;34;84; ;0
Scott & Barlow SB-30 (L);Shortblades;38;84; ;0
Shagadi Disintegration Sword;Longblades;66;54;15.815;0
Sharp Knife (L);Shortblades; ; ; ;0
Shayeb S10 (L);BLP;3;52;0.050;67
Shayeb S20 (L);BLP;6;52;0.100;134
Shayeb S30 (L);BLP;9;52;0.150;201
Shayeb S55 (L);BLP;23;67; ;504
Shotcallers Shank (L);Shortblades;50;67;12.300;0
Shotgun (SA) (L);BLP;10;51;0.900;150
Shriek Back Alley;Laser;27;50;0.590;600
Shriek Basic;Laser;12;30;0.040;300
Shriek Combat;Laser;26;46;0.430;600
Shriek Covert Ops;Laser;12;35;0.040;300
Shriek Offensive;Laser;41;57;1.000;900
Shriek Street;Laser;17;35;0.290;400
Silver Fang m.01 Starlight;BLP;90;17;2.080;2000
SkilDek Anaconda (L);Rocket;350;17;17.214;6900
Skildek Cobra (L);Rocket;335;17;16.507;6600
Skildek Decimator;Rocket;190;19;7.790;3800
Skildek Decimator (L);Rocket;190;18;7.790;3800
Skildek Exterminator;Rocket;326;19;9.816;7000
Skildek Exterminator (L);Rocket;326;18; ;7000
Skildek Gak 1500 (L);Rocket;295;17;14.653;5800
Skildek Lancehead (L);Rocket;9;15;0.035;215
Skildek Lectra (L);Rocket;168;18; ;3160
Skildek Negator;Rocket;245;19;9.422;5000
Skildek Negator (L);Rocket;245;18; ;5000
Skildek Negator, FEN Edition;Rocket;253;21;9.000;5000
Skildek P 30 (L);Rocket;26;17; ;100
Skildek P 40 (L);Rocket;35;17;1.647;700
Skildek Pulverizer (L);Rocket;608;5;250.007;6700
Skildek SER 250 (L);Rocket;130;17;6.023;2600
Skildek SER 500 (L);Rocket;168;17;8.289;3300
Skildek Vaporizer (L);Rocket;632;6;88.000;14400
SkilDek Viper (L);Rocket;381;17; ;7500
SkullROCKer Baseball Bat (L);Clubs;6;33; ;0
Slaves Sword (L);Longblades;15;44; ;0
SmallFry-1 Laser Rifle (L);Laser;8;51;0.016;190
SmallFry-2 Laser Rifle (L);Laser;12;44;0.045;285
Sniping Unity, TWEN Edition;Gauss;200;32;0.666;4015
Solar Orange Star Stunna (L);BLP;22;83; ;429
Solar Orange Sticky Laucher (L);Grenade;35;37; ;742
Solar Orange Turrelion Spec Flamebather (L);BLP;44;83; ;958
Solar Orange Xent Tech Freeze Ray (L);BLP;58;22; ;1295
Sollomate Aggressio;Power Fist;4;86;1.300;0
Sollomate Aggressio, SGA Edition;Power Fist;5;86; ;0
Sollomate Azuro (L);Laser;3;83;0.040;69
Sollomate Beauto;Laser;26;37;1.555;500
Sollomate Busho;Laser;7;40;0.020;200
Sollomate Crusho;Power Fist;5;86;1.630;0
Sollomate Eucalypto (L);Laser;2;34;0.081;41
Sollomate Kangoo;Laser;12;40;0.060;300
Sollomate Kangoo, Adjusted;Laser;27;30;0.380;600
Sollomate Kangoo, Ancient, Adjusted;Laser;27;30;0.380;600
Sollomate Kangoo, SGA Edition;Laser;13;40;0.217;300
Sollomate Kiwio (L);Laser;3;46;0.137;60
Sollomate Kiwio Mk. 2 (L);Laser;5;46;0.027;120
Sollomate Mayhem Azuro, Adjusted;Laser;3;83;0.040;69
Sollomate Mayhem Azuro, Augmented;Laser;3.1;93;0.037;62
Sollomate Onyxo (L);Laser;7;44;0.030;166
Sollomate Opalo;Laser;8;44;0.020;200
Sollomate Opalo, FEN Edition;Laser;9;44;0.020;215
Sollomate Opalo, SGA Edition;Laser;8;49;0.020;200
Sollomate Opalo, TWEN Edition;Laser;8;49;0.018;180
Sollomate Outbacko;Laser;8;46;0.020;200
Sollomate Outbacko, Adjusted;Laser;18;32;0.300;400
Sollomate Outbacko, Ancient;Laser;8;46;0.020;200
Sollomate Outbacko, SGA Edition;Laser;10;46;0.389;200
Sollomate Rubio (L);Laser;3;61;0.008;73
Sollomate Tasmo;Laser;23;32;0.730;500
Sollomate Tasmo, Mentor Edition;Laser;25;34;1.100;500
Songkra Corrosive Dagger;Shortblades;58;65;13.940;0
Sparking Unity, TWEN Edition;Shortblades;71;85;0.540;1397
Special Issue Carbine (L);Laser;4;52; ;84
Special Ops Flamethrower (FA) (L);BLP;70;61;3.100;1404
Star Dust Stunna;BLP;22;83;2.800;255
Stargazing Blade (L);Shortblades;48;67;11.595;0
Starkhov AS-97;BLP;39;43;2.770;700
Starkhov AS-97, Adjusted;BLP;59;55;4.200;1000
Starkhov AS-97, SGA Edition;BLP;41;43;3.303;700
Starkhov AS-98;BLP;45;46;3.000;800
Starkhov AS-117;BLP;49;46;2.900;900
Starkhov AS-117, Modified;BLP;62;60;4.600;1000
Starkhov AS-129;BLP;60;54;4.540;1000
Starkhov AS-147;BLP;52;57;3.590;900
Starkhov AS-147, Mentor Edition;BLP;56;59;4.640;900
Starkhov LPR-1 (L);BLP;6;50;0.139;134
Starkhov LPR-1, CDF Edition (L);BLP;6;50;0.001;147
Starkhov LPR-2 (L);BLP;11;44;0.210;250
Starkhov LPR-2, CDF Edition (L);BLP;11;44;0.001;270
Starkhov LPR-3 (L);BLP;14;45;0.260;318
Starkhov LPR-3, CDF Edition (L);BLP;14;45;0.001;344
Starkhov LPR-4 (L);BLP;19;41;0.320;434
Starkhov LPR-4, CDF Edition (L);BLP;19;41;0.002;466
Starkhov LPR-17 (L);BLP;48;46;1.750;992
Starkhov LPR-20 (L);BLP;54;46;2.690;1050
Starkhov LPR-25 (L);BLP;58;49; ;1201
Starkhov LPR-30 (L);BLP;71;45;3.000;1419
Star Mercury Anti-Materiel Rifle, Prototype (L);BLP;356;5; ;800
Stealth Flamethrower (FA) (L);BLP;45;67;2.945;800
Stel Claymore (L);LongBlades;6.1;33; ; 
Stel Shortblade (L);Shortblades;6.5;78; ; 
Stiletto Shank 7 (L);Shortblades; ; ; ; 
Strong Argonaut Claws, FEN Edition;Power Fist;67.5;76;1.059;1305
Strong Argonaut's Claws (L);Power Fist;60;61;14.250;0
Superior Flamethrower;BLP;128;44; ;2400
Svempa S40;BLP;9;47; ;200
Svempa S40 (L);BLP;9;47;0.213;200
Svempa S60;BLP;29;47;1.161;600
Svempa S60 (L);BLP;29;47;1.022;600
Svempa T5;BLP;41;50;2.050;800
Svempa T5 (L);BLP;41;50;1.898;800
Svempa T15;BLP;66;52;3.203;1300
Svempa T15 (L);BLP;66;52;2.889;1300
Svempa X1 (L);BLP;78;52;2.894;1600
Svempa X2 (L);BLP;66;64;3.040;1300
Svempa XT (L);BLP;104;60;4.371;2100
Sword Of Courage (L);Longblades;58;48; ; 
Sword of Fortitude (L);Longblades;52;51; ;0
Sword Of Justice (L);Longblades;47;51;11.352;0
Sword Of Prudence (L);Longblades;41;51;10.155;0
Sword Of Wisdom (L);Longblades;35;48; ;0
TACS Elite MK I (L);BLP;60;54;1.392;1306
Tanto 1 (L);Longblades;50;52;12.080;0
Tanto 2 (L);Longblades;76;54; ;0
Tarsus SG 1;Laser;5;72;0.030;118
Tegretov TR5;BLP;40;40;2.110;800
Tegretov TR5, SGA Edition;BLP;42;40;2.604;800
Tegretov TR6;BLP;43;45;2.780;800
Tegretov TR6, Modified;BLP;69;57;4.960;1100
Tegretov TR6, Perfected;BLP;85;57;4.900;1430
Tegretov TR8;BLP;48;48;4.230;800
Thaqafa Blade M1 (L);Longblades; ; ; ; 
Thaqafa Blade M2 (L);Longblades;34;66; ;0
Thaqafa Blade M3 (L);Longblades;41;66; ;0
The Snowballer;BLP;2;83;0.005;120
The THING Infection (FA)(L);Whip;15;42;3.600;0
The THING Infection (FA)(L) v2;Whip;60;42;14.500;0
Thorifoid Battle Club;Clubs;37;31;9.000;0
Thorifoid Battle Mace;Clubs;41;37;9.852;0
Thorifoid Berserker Mace, FEN Edition;Clubs;110;35;22.120;0
Tiny King Kong TG;BLP;29;49;0.648;626
Toddler-1 Laser Pistol (L);Laser;10;51;0.650;175
Toddler-2 Laser Pistol (L);Laser;31;51; ;600
Toddler-3 Laser Pistol (L);Laser;41;51;1.898;800
Toddler-4 Laser Pistol (L);Laser;66;51; ;1300
Toy Snowballgun;BLP;1;120;0.002;120
Traditional Slicer (L);Longblades;24;44; ; 
Trekkies Delight 1 (L);Laser;6;44;0.137;131
Trekkies Delight 2 (L);Laser;11;43;0.252;240
Trekkies Delight 3 (L);Laser;14;43; ;305
Trekkies Delight 4 (L);Laser;19;40; ;413
Trekkies Delight 5 (L);Laser;26;40; ;565
Trekkies Delight 6 (L);Laser;33;41; ;716
Trekkies Delight 7 (L);Laser;38;43; ;828
Trekkies Delight 8  (L);Laser;47;41; ;1022
Trekkies Delight 9 (L);Laser;54;41;1.202;1180
Trekkies Delight 10 (L);Laser;60;42;1.422;1302
Trekkies Delight 11 (L);Laser;64;45;1.532;1387
Trekkies Delight 12 (L);Laser;72;44;1.663;1566
Trekkie's Delight (L);Laser;7;44;0.030;166
True Faith;Laser;36;51;0.820;800
True Faith (L);Laser;36;51;1.395;738
Turath Blade M1 (L);Longblades;31;61; ;0
Turath Blade M2 (L);Longblades;41;61; ;0
Turrelion Entry Level Flame Thrower;BLP;25;67; ;480
Turrelion Spec Flamebather Version 1;BLP;44;83; ;560
Turrelion Spec HK;Laser;28;56;0.513;870
Turrelion Spec Psy-Blade;Shortblades;50;61;12.100;0
Turrelion Spec RPG;Rocket;30;33; ;630
Turrelion Spec Scorpion;Laser;19;83;1.000;360
Turrelion Spec Shotgun;BLP;30;48;1.000;630
Turrelion Spec Xent Tech Plasma Rifle;BLP;55;22;2.000;1130
Turrellajin's Stalker Blade (L);Shortblades;50;56; ;0
Ukash IW36 Pistol (L);Laser;13;51;0.061;300
Ukash IW80 Rifle (L);Laser;13;45;0.018;300
Ull;Laser;42;30;2.500;900
Ull Justice;Laser;48;29; ;1000
Umbranoid Basic Whip (L);Whip;33;29;7.891;0
Umbranoid Space-Time Warped Whip (L);Whip;99;33;23.589;0
Umbranoid Warped Axe (L);Axes;141;37;35.970;0
Unique Dub & McCormick Terminator;BLP;130;55;4.400;2800
Unique Legend War Axe;Axes;277;24.26;138.208;0
Unique Official MindArk PHG - v.Marco;Plasma;9000;120; ;100
Unique Reaper's Blade;Longblades;151.6;42.23;2.252;2777
Unique Roman Ram Purifier Prototype;Shortblades;201;47;175.000;0
Unique Sacrificial Dagger;Shortblades;86.7;85;1.183;1461
Unstable Turrelion Assassinator;BLP;121;52; ;2810
Ursule's Doom (L);BLP;36;64;0.900;790
Vamachara Mk.Exo (L);Laser;53;67;0.010;1255
Vampiric Slicer (L);Shortblades;44;67; ;0
VAT-100;BLP;38;61;2.730;700
VAT-100, Mentor Edition;BLP;38;75;2.670;700
VAT-110;BLP;37;67;2.400;700
VAT-120;BLP;42;55;2.700;800
Vincent DPS LP12 (L);Laser; ; ; ; 
Vincent DPS LP16 (L);Laser; ; ; ; 
Vincent DPS LP20 (L);Laser; ; ; ; 
Vincent DPS LP24 (L);Laser; ; ; ; 
Vincent DPS LP28 (L);Laser; ; ; ; 
Vincent DPS LP32 (L);Laser; ; ; ; 
Vincent DPS LR37 TEN EDITION;Laser;90;45;2.280;1917
Vincent DPS P16 (L);BLP; ; ; ; 
Vincent DPS P20 (L);BLP;38;65; ;842
Vincent DPS P24 (L);BLP; ; ; ; 
Vincent DPS P28 (L);BLP; ; ; ; 
Vincent DPS P32 (L);BLP;52;65; ; 
Vincent DPS P37 (L);BLP; ; ; ; 
Vincent DPS P43 (L);BLP; ; ; ; 
Vincent DPS P50 (L);BLP;67;67; ;1485
Vincent DPS P58 (L);BLP; ; ; ; 
Vincent DPS P66 (L);BLP; ; ; ; 
Vincent DPS P74 (L);BLP;88;65; ;1950
Vincent DPS R12 (L);BLP; ; ; ; 
Vincent DPS R16 (L);BLP;42;51;1.034;931
Vincent DPS R20 (L);BLP;49;50; ;1086
Vincent DPS R24 (L);BLP;56;50;1.390;1241
Vincent DPS R28 (L);BLP; ; ; ; 
Vincent DPS R32 (L);BLP; ; ; ; 
Vincent DPS R37 (L);BLP;74;50; ;1640
Vincent DPS R43 (L);BLP; ; ; ; 
Vincent DPS R50 (L);BLP; ; ; ; 
Vincent DPS R58 (L);BLP; ; ; ; 
Vincent DPS R66 (L);BLP; ; ; ; 
Vincent DPS R82 (L);BLP; ; ; ; 
Vumpoor Disintegrator (L);Grenade;432;13;21.013;8400
Vumpoor Dissolver (L);Grenade;472;13;22.960;9200
Vumpoor Hollowman (L);Grenade;390;13;18.907;7600
Vumpoor J 4 (L);Grenade;30;13;1.283;600
Vumpoor J Crem (L);Grenade;195;13;10.185;3700
Vumpoor J Ero (L);Grenade;160;13;7.687;3100
Vumpoor Obliterator (L);Grenade;675;5; ;5000
Vumpoor Pug 9 (L);Grenade;140;13;6.877;2700
Vumpoor Rx10 (L);Grenade;99;13;4.959;1900
Vumpoor Tuhota 80 (L);Grenade;265;13;12.403;5200
War axe (L);Shortblades;6.5;78; ; 
Weak Argonaut Claw, FEN Edition;Power Fist;31.3;76;0.497;612
Wildman's Fury (L);BLP;44;53;0.828;980
Willard Heatray A;Plasma;18;19;0.440;400
Willard Heatray A (L);Plasma;18;19;0.354;400
Willard Heatray B;Plasma;22;20;0.500;500
Willard Heatray B (L);Plasma;22;20;0.429;500
Worm Blaster mk I (L);Laser;4;66;0.096;87
Worm Blaster mk II (L);Laser;6;67;0.149;130
Worm Blaster mk III (L);Laser;7;67;0.170;152
Worm Blaster mk IV (L);Laser;11;67;0.255;240
Worm Blaster mk IX (L);Laser;33;63;0.800;716
Worm Blaster mk V (L);Laser;14;65;0.359;302
Worm Blaster mk VI (L);Laser;17;67;0.403;370
Worm Blaster mk VII (L);Laser;20;68;0.467;436
Worm Blaster mk VIII (L);Laser;28;63;0.677;608
Worm Blaster mk X (L);Laser;40;61;0.991;866
Worm Blaster mk XI (L);Laser;44;64;1.094;952
Worm Blaster mk XII (L);Laser;53;61;1.360;1142
Xdra LR13 (L);Laser;47;41;1.100;1022
Xent Tech Freeze Ray X1;BLP;22;22; ;255
Xent Tech Freeze Ray X2;BLP;22;24; ;255
Xent Tech Freeze Ray X3;BLP;22;26; ;255
Xent Tech Freeze Ray X5;BLP;22;30; ;255
Xent Tech Icy Death Ray;BLP;22;33; ;255
Xent Tech Light Rifle Prototype;Laser;18;37;0.800;370
Xent Tech Light Rifle X2;Laser;17;30;1.020;310
Xent Tech Light Rifle X3;Laser;17;48;1.020;310
XFire Survival Blaster (L);BLP;51;46;3.233;900
